transaction_id,simulation_run_id,customer_id,account_number,account_type,transaction_type,amount,balance_before,balance_after,status,failure_reason,timestamp
TXN-fcf2a9bd-35a7-41d2-9b85-4daba5954d54,SIM-20260823-373,CUST-018,69171,SAVINGS,DEPOSIT,1508,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.061977200
TXN-5e5a8a58-f203-4f9f-8bb0-19ff9e5ccc3e,SIM-20260823-373,CUST-016,53612,SAVINGS,BALANCE_CHECK,173,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.103982900
TXN-4c071766-2129-4225-a8a7-d38c956d8b27,SIM-20260823-373,CUST-012,74247,CURRENT,BALANCE_CHECK,231,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.140702500
TXN-52fb3be0-972a-46eb-a27f-3bb4f31d906f,SIM-20260823-373,CUST-013,87136,CURRENT,DEPOSIT,2083,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.157459400
TXN-2ca08376-7158-4aa9-877d-4c29ca1451c2,SIM-20260823-373,CUST-018,69171,SAVINGS,WITHDRAWAL,582,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.190445600
TXN-79b0d8de-233c-4f32-909a-38ac494f71ad,SIM-20260823-373,CUST-024,40054,STUDENT,DEPOSIT,53,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.201942300
TXN-bb9201a0-ed03-4d95-852a-e68724b7d829,SIM-20260823-373,CUST-003,34470,SAVINGS,WITHDRAWAL,147,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.240509300
TXN-86bfd062-b96e-477d-906a-78befc62df7c,SIM-20260823-373,CUST-010,23235,SAVINGS,BALANCE_CHECK,284,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.273675900
TXN-657c3c80-2a49-41b1-8134-b4c46cb976f0,SIM-20260823-373,CUST-005,21862,SAVINGS,DEPOSIT,1691,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.294506
TXN-84a89556-66e7-4460-bdd7-24c479f9a3b5,SIM-20260823-373,CUST-025,27943,SAVINGS,WITHDRAWAL,57,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.327062400
TXN-72d1cb78-9bb4-44b1-8ff4-38bf851652c5,SIM-20260823-373,CUST-009,28861,SAVINGS,DEPOSIT,187,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.352982200
TXN-094f3b2d-7d37-4601-90ed-d0445e53a899,SIM-20260823-373,CUST-002,16289,STUDENT,WITHDRAWAL,21,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.393436100
TXN-dba50924-36c2-423c-85b4-be2a32a44a88,SIM-20260823-373,CUST-024,40054,STUDENT,WITHDRAWAL,54,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.436990200
TXN-95eae4d2-ff15-495e-8983-953b06cc20c7,SIM-20260823-373,CUST-009,28861,SAVINGS,BALANCE_CHECK,265,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.473544700
TXN-bd418265-57c8-49fb-ab51-9ffdc363ca0e,SIM-20260823-373,CUST-001,32784,SAVINGS,DEPOSIT,209,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.498583400
TXN-674ea069-1ff6-45dc-9952-7c36c976b9e1,SIM-20260823-373,CUST-018,69171,SAVINGS,WITHDRAWAL,566,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.523324
TXN-fa933234-bf4a-434a-a81e-4ef4904d7d65,SIM-20260823-373,CUST-013,87136,CURRENT,DEPOSIT,4827,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.545525300
TXN-92fb23d5-4890-4ca0-b224-7423db5f948f,SIM-20260823-373,CUST-014,95107,SAVINGS,WITHDRAWAL,301,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.587371900
TXN-d7aee2f3-a082-47ba-a616-3e3aa9953212,SIM-20260823-373,CUST-019,87607,SAVINGS,WITHDRAWAL,348,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.629556100
TXN-1c8f90a2-cf28-4a7b-a3b6-a53c85da4945,SIM-20260823-373,CUST-019,87607,SAVINGS,DEPOSIT,2004,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.659865600
TXN-fdb22760-545f-46c5-9fef-f4ff41956de1,SIM-20260823-373,CUST-006,40437,SAVINGS,DEPOSIT,146,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.707301500
TXN-23575d61-670b-4d3c-bd1e-19eec1cc5c52,SIM-20260823-373,CUST-020,28196,SAVINGS,BALANCE_CHECK,32,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.731313
TXN-fafa5cda-e4cb-40c1-83ce-197594f5db81,SIM-20260823-373,CUST-002,16289,STUDENT,DEPOSIT,32,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.754165
TXN-a9b1baa5-e769-4778-81e8-6eef3055fde8,SIM-20260823-373,CUST-023,90830,SAVINGS,WITHDRAWAL,132,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.768536300
TXN-8be3a4e1-2a9a-4f1c-8508-55c0a228b7c3,SIM-20260823-373,CUST-002,16289,STUDENT,BALANCE_CHECK,74,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.815343200
TXN-97c871c1-b376-4b37-9ce8-cbdc9306fdc3,SIM-20260823-373,CUST-014,95107,SAVINGS,DEPOSIT,122,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.861780400
TXN-627e9cd5-8117-4f13-a615-879414802573,SIM-20260823-373,CUST-024,40054,STUDENT,DEPOSIT,155,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.907852700
TXN-9ca91d2e-7273-4f6a-abf6-5717111cbfb0,SIM-20260823-373,CUST-016,53612,SAVINGS,WITHDRAWAL,151,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.929623900
TXN-6159c011-7ab2-4cee-bc29-4d5c8063c06e,SIM-20260823-373,CUST-024,40054,STUDENT,WITHDRAWAL,79,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.952364300
TXN-4efd52db-fb22-4e1f-9794-4a1c458e933f,SIM-20260823-373,CUST-001,32784,SAVINGS,DEPOSIT,2022,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:58.987741500
TXN-15822a46-1f39-4b24-a7c6-2295876f0e6c,SIM-20260823-373,CUST-020,28196,SAVINGS,DEPOSIT,815,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.012587600
TXN-1a298a1f-dfdf-4a11-b051-ab1b741d50c8,SIM-20260823-373,CUST-017,73711,SAVINGS,BALANCE_CHECK,215,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.055143
TXN-594b574d-2825-4394-a96f-64207c107552,SIM-20260823-373,CUST-020,28196,SAVINGS,DEPOSIT,637,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.066809400
TXN-f1790bde-7cc7-4912-b0ae-f701a4a539cc,SIM-20260823-373,CUST-016,53612,SAVINGS,BALANCE_CHECK,163,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.079256400
TXN-7b463c0d-1f5f-4b81-b578-360aca97ce4d,SIM-20260823-373,CUST-016,53612,SAVINGS,BALANCE_CHECK,27,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.092547800
TXN-39692605-9c52-4b65-a12d-4b19395a4b33,SIM-20260823-373,CUST-025,27943,SAVINGS,DEPOSIT,1299,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.139265900
TXN-180aa9ea-02e8-4c0a-aece-3b204b5ff6da,SIM-20260823-373,CUST-014,95107,SAVINGS,DEPOSIT,1001,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.172559400
TXN-34818412-b572-49b5-9712-28c929c5f4df,SIM-20260823-373,CUST-010,23235,SAVINGS,DEPOSIT,384,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.219453300
TXN-4fcba904-1e9d-4bf0-bddb-d2944a45896d,SIM-20260823-373,CUST-013,87136,CURRENT,BALANCE_CHECK,39,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.243527200
TXN-2674ee9f-cc93-4799-b9c9-eee354be01a9,SIM-20260823-373,CUST-019,87607,SAVINGS,BALANCE_CHECK,40,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.281039300
TXN-ce0454d7-94dd-4e07-ba7f-35da4ef215a6,SIM-20260823-373,CUST-020,28196,SAVINGS,BALANCE_CHECK,282,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.321053800
TXN-813f7429-6838-4ad1-97be-2490c603d774,SIM-20260823-373,CUST-015,94141,SAVINGS,DEPOSIT,152,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.349562
TXN-2c5bd535-4f71-485d-a874-8f057be7e211,SIM-20260823-373,CUST-024,40054,STUDENT,DEPOSIT,35,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.370039700
TXN-0c18e54a-144c-49e9-8517-c53a8e25776f,SIM-20260823-373,CUST-016,53612,SAVINGS,BALANCE_CHECK,304,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.381909800
TXN-b02f7476-2ad4-45da-b79c-4a5c8e054004,SIM-20260823-373,CUST-010,23235,SAVINGS,DEPOSIT,180,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.431951800
TXN-88787b69-f61d-4f15-a89f-46b37ca4c841,SIM-20260823-373,CUST-008,13931,SAVINGS,BALANCE_CHECK,60,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.455544400
TXN-5f1b8948-26d7-4072-9dbc-9683b41b3ba4,SIM-20260823-373,CUST-025,27943,SAVINGS,BALANCE_CHECK,681,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.502129800
TXN-6d82ee36-f48f-4a57-9737-5c7afa3c1a80,SIM-20260823-373,CUST-019,87607,SAVINGS,WITHDRAWAL,741,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.539528600
TXN-3db17a9b-a9eb-4887-878b-828a711f5e32,SIM-20260823-373,CUST-021,31428,SAVINGS,DEPOSIT,843,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.583201800
TXN-f10def7f-28c4-4793-964d-42fc383a685d,SIM-20260823-373,CUST-021,31428,SAVINGS,DEPOSIT,164,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.617384800
TXN-20ef942b-519d-4c0f-abfc-ecdcfa041245,SIM-20260823-373,CUST-012,74247,CURRENT,WITHDRAWAL,243,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.660109600
TXN-a5cfce60-154b-4c20-b6bf-0566f8b39ee8,SIM-20260823-373,CUST-002,16289,STUDENT,WITHDRAWAL,3,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.702974800
TXN-03e7656e-754b-4dc8-bbc0-440a74886c5c,SIM-20260823-373,CUST-021,31428,SAVINGS,WITHDRAWAL,199,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.738474400
TXN-2ce9896e-d8bc-4f75-aea7-9193c522293f,SIM-20260823-373,CUST-009,28861,SAVINGS,BALANCE_CHECK,258,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.777009
TXN-a71f9b07-26c5-4cb8-aa77-d988bff72c70,SIM-20260823-373,CUST-003,34470,SAVINGS,DEPOSIT,207,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.825633700
TXN-a76b7874-7871-4915-b63e-15b8edd71931,SIM-20260823-373,CUST-014,95107,SAVINGS,BALANCE_CHECK,70,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.839065
TXN-364670fd-f4ad-4dee-841b-9756b260e1d9,SIM-20260823-373,CUST-021,31428,SAVINGS,DEPOSIT,758,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.861086500
TXN-63bd46cd-d3c1-47d1-9500-b2956c4c6a32,SIM-20260823-373,CUST-016,53612,SAVINGS,WITHDRAWAL,130,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.881143300
TXN-6642db6e-ae0d-4c12-872c-9c7e9dc517e6,SIM-20260823-373,CUST-009,28861,SAVINGS,BALANCE_CHECK,302,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.914252600
TXN-6e90c6dc-a61d-40b6-a977-e79b5fa3600a,SIM-20260823-373,CUST-024,40054,STUDENT,BALANCE_CHECK,41,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.933654300
TXN-eb43c9a4-b3fc-41e6-9460-77ea8aa05b0b,SIM-20260823-373,CUST-005,21862,SAVINGS,DEPOSIT,1231,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.953395
TXN-53575035-e23f-46d9-bfb3-34c8c0c06332,SIM-20260823-373,CUST-014,95107,SAVINGS,DEPOSIT,651,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:17:59.996391600
TXN-240b06b7-bbd8-4488-9275-d3086c1a8623,SIM-20260823-373,CUST-001,32784,SAVINGS,WITHDRAWAL,486,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.038412400
TXN-3f1c3de0-8549-4ba3-861d-c8c3de0c3efd,SIM-20260823-373,CUST-007,44923,CURRENT,DEPOSIT,5243,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.065279900
TXN-1db09202-ac11-49c1-a4cf-a20f49cf231c,SIM-20260823-373,CUST-008,13931,SAVINGS,WITHDRAWAL,47,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.079152500
TXN-38b21744-a34e-4490-8eaa-c8cfb073e4e4,SIM-20260823-373,CUST-023,90830,SAVINGS,DEPOSIT,737,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.115498100
TXN-690a1280-95bb-4350-bc8a-2f2cdc53fd8a,SIM-20260823-373,CUST-003,34470,SAVINGS,WITHDRAWAL,282,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.165863
TXN-b9b14211-1cb3-4f81-ab83-a90d3e3e2b9c,SIM-20260823-373,CUST-021,31428,SAVINGS,DEPOSIT,320,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.189368600
TXN-8cba1217-b44c-4281-83f9-b90d22515ebc,SIM-20260823-373,CUST-001,32784,SAVINGS,WITHDRAWAL,574,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.226502800
TXN-aab86ccc-91df-453a-b026-bdfec3253c78,SIM-20260823-373,CUST-010,23235,SAVINGS,DEPOSIT,1080,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.239257
TXN-97cfc1c3-653e-4a89-aca2-52b450afb20e,SIM-20260823-373,CUST-020,28196,SAVINGS,DEPOSIT,777,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.262311100
TXN-77d8b5b8-f1d1-453b-b1e0-d5a11a5627db,SIM-20260823-373,CUST-019,87607,SAVINGS,BALANCE_CHECK,280,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.301766700
TXN-76b2bbbc-5573-412a-b687-8cf6668478f7,SIM-20260823-373,CUST-018,69171,SAVINGS,WITHDRAWAL,774,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.331035800
TXN-c04457e0-1a63-4f60-95eb-e5de03478518,SIM-20260823-373,CUST-003,34470,SAVINGS,WITHDRAWAL,95,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.359140900
TXN-0afa9334-f692-4b59-93ec-5add2f7c0f13,SIM-20260823-373,CUST-009,28861,SAVINGS,WITHDRAWAL,41,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.388037400
TXN-b80b64c3-5f4c-4c44-9cfc-37848dc9c075,SIM-20260823-373,CUST-018,69171,SAVINGS,DEPOSIT,1503,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.419354900
TXN-3c0ec197-3910-4620-b000-00e82d153d9d,SIM-20260823-373,CUST-019,87607,SAVINGS,BALANCE_CHECK,677,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.454292
TXN-f580b01f-a97b-4b6a-8086-2aa80e65d9da,SIM-20260823-373,CUST-023,90830,SAVINGS,BALANCE_CHECK,287,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.476760400
TXN-628108d2-19b7-411f-9679-022ac2c4d9a3,SIM-20260823-373,CUST-007,44923,CURRENT,BALANCE_CHECK,486,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.505136800
TXN-ac2a277b-b40e-474d-a79c-76159adb574a,SIM-20260823-373,CUST-005,21862,SAVINGS,WITHDRAWAL,192,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.530901500
TXN-343b94d0-5192-4844-8779-a73590f8f925,SIM-20260823-373,CUST-004,42419,SAVINGS,BALANCE_CHECK,144,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.566377900
TXN-cbfa90dd-4392-49ca-97fc-53ad15f980e1,SIM-20260823-373,CUST-004,42419,SAVINGS,DEPOSIT,1028,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.604011400
TXN-f7dfb1c7-8f05-4797-8e2c-f007588e4e28,SIM-20260823-373,CUST-019,87607,SAVINGS,DEPOSIT,2129,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.626807
TXN-310ef9a1-8e0b-482a-a9b8-debd562b950f,SIM-20260823-373,CUST-004,42419,SAVINGS,BALANCE_CHECK,102,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.652871300
TXN-11401112-bd96-4fb6-9cd5-e003476376fa,SIM-20260823-373,CUST-021,31428,SAVINGS,WITHDRAWAL,227,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.689436100
TXN-73540cab-c91e-4592-bfae-3f8e6acc404f,SIM-20260823-373,CUST-002,16289,STUDENT,WITHDRAWAL,88,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.723830700
TXN-6639ba6c-0bec-40e9-88d5-d25a5d54d4d9,SIM-20260823-373,CUST-015,94141,SAVINGS,WITHDRAWAL,17,,,FAILED,ACCOUNT_NOT_FOUND,2026-08-23T12:18:00.757590200
TXN-97fbce1c-8052-4228-997a-dcb6b02046a8,SIM-20260823-327,CUST-023,52230,CURRENT,WITHDRAWAL,312,5000.0,5000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:19.906055
TXN-c2ba23d0-dc59-4966-83d2-b3952f22053c,SIM-20260823-327,CUST-019,20695,STUDENT,DEPOSIT,183,4987.0,5170.0,SUCCESS,,2026-08-23T12:18:19.952479200
TXN-db161fff-2b9d-4eec-9280-85b1cfbba375,SIM-20260823-327,CUST-003,57858,SAVINGS,DEPOSIT,469,2000.0,2469.0,SUCCESS,,2026-08-23T12:18:19.965638800
TXN-e82be562-241f-425d-a448-c55eb74a676b,SIM-20260823-327,CUST-023,52230,CURRENT,DEPOSIT,1287,5000.0,6287.0,SUCCESS,,2026-08-23T12:18:20.008721
TXN-2fbef015-1467-485f-ae25-4204d2ec7e8e,SIM-20260823-327,CUST-012,27223,CURRENT,DEPOSIT,1973,5000.0,6973.0,SUCCESS,,2026-08-23T12:18:20.032361400
TXN-062e1e12-3fcd-4181-8682-32e30aeacdc8,SIM-20260823-327,CUST-018,26037,SAVINGS,DEPOSIT,763,3882.0,4645.0,SUCCESS,,2026-08-23T12:18:20.074382900
TXN-330a21c5-3552-4286-81f8-d4c49cfd1efd,SIM-20260823-327,CUST-011,63372,CURRENT,DEPOSIT,4090,5000.0,9090.0,SUCCESS,,2026-08-23T12:18:20.101915800
TXN-50cf72eb-d350-4222-bfb0-11bc90eabcca,SIM-20260823-327,CUST-011,63372,CURRENT,DEPOSIT,929,9090.0,10019.0,SUCCESS,,2026-08-23T12:18:20.152452100
TXN-40e04a89-3594-4145-b3f0-4e5a78a43165,SIM-20260823-327,CUST-004,33460,SAVINGS,BALANCE_CHECK,52,2000.0,2000.0,SUCCESS,,2026-08-23T12:18:20.177585300
TXN-086a490c-4040-42d6-99ca-e9a137ee6f73,SIM-20260823-327,CUST-015,53287,SAVINGS,DEPOSIT,499,3628.0,4127.0,SUCCESS,,2026-08-23T12:18:20.195547400
TXN-4a3b6705-011c-4ded-be21-707b8ce9b1e1,SIM-20260823-327,CUST-001,40365,SAVINGS,DEPOSIT,832,2000.0,2832.0,SUCCESS,,2026-08-23T12:18:20.228621
TXN-7e98f0ac-b594-4b93-bf65-c398550cc602,SIM-20260823-327,CUST-019,20695,STUDENT,WITHDRAWAL,49,5170.0,5121.0,SUCCESS,,2026-08-23T12:18:20.255666600
TXN-93a69223-8675-446c-99fb-e77c2e31f6d0,SIM-20260823-327,CUST-021,40117,CURRENT,WITHDRAWAL,507,5000.0,5000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:20.305705600
TXN-f1cf484e-cd89-40ea-95db-3ba5efad50da,SIM-20260823-327,CUST-024,63256,SAVINGS,DEPOSIT,2037,3969.0,6006.0,SUCCESS,,2026-08-23T12:18:20.318466600
TXN-22ed7109-d7a9-4640-ad93-0791f746ad23,SIM-20260823-327,CUST-006,58340,CURRENT,BALANCE_CHECK,140,5000.0,5000.0,SUCCESS,,2026-08-23T12:18:20.337946
TXN-9d8c76ee-82df-4aaa-827f-35c656bb8a32,SIM-20260823-327,CUST-010,62184,SAVINGS,BALANCE_CHECK,66,2364.0,2364.0,SUCCESS,,2026-08-23T12:18:20.380397400
TXN-913a5576-f49c-4597-82ba-ea85c5e9ca0a,SIM-20260823-327,CUST-017,98387,SAVINGS,BALANCE_CHECK,167,2000.0,2000.0,SUCCESS,,2026-08-23T12:18:20.420531400
TXN-6072d440-bfef-4035-a0c3-8b04f474d6d4,SIM-20260823-327,CUST-004,33460,SAVINGS,DEPOSIT,149,2000.0,2149.0,SUCCESS,,2026-08-23T12:18:20.466557100
TXN-14e5ac30-d131-4ae6-bd8d-cf060bb9af50,SIM-20260823-327,CUST-009,84876,SAVINGS,BALANCE_CHECK,37,4966.0,4966.0,SUCCESS,,2026-08-23T12:18:20.494129300
TXN-19d961bb-1450-4d73-b0ac-39e314b9fb1f,SIM-20260823-327,CUST-005,40911,CURRENT,BALANCE_CHECK,288,5000.0,5000.0,SUCCESS,,2026-08-23T12:18:20.529184200
TXN-3573e301-2c1b-493a-92c1-978d9b3ff61c,SIM-20260823-327,CUST-002,97480,SAVINGS,DEPOSIT,300,3551.0,3851.0,SUCCESS,,2026-08-23T12:18:20.543030600
TXN-7af23afc-f16e-498b-8c08-91ba6bb6d24b,SIM-20260823-327,CUST-013,96979,SAVINGS,WITHDRAWAL,45,2000.0,2000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:20.590144200
TXN-681a2e3c-26e2-4a68-af9c-1d46df049e0b,SIM-20260823-327,CUST-015,53287,SAVINGS,BALANCE_CHECK,155,4127.0,4127.0,SUCCESS,,2026-08-23T12:18:20.631860100
TXN-a8133adb-46a3-46e0-a7c9-3bf6c627a021,SIM-20260823-327,CUST-023,52230,CURRENT,DEPOSIT,4113,6287.0,10400.0,SUCCESS,,2026-08-23T12:18:20.661589700
TXN-b446a667-ce9b-4cfc-a12f-619d1c96b629,SIM-20260823-327,CUST-020,83974,CURRENT,WITHDRAWAL,478,5000.0,5000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:20.690878100
TXN-2f08400b-12a7-4994-bdfc-a3246c917a90,SIM-20260823-327,CUST-004,33460,SAVINGS,DEPOSIT,1007,2149.0,3156.0,SUCCESS,,2026-08-23T12:18:20.704739500
TXN-b5729198-f2a4-407b-8088-a32861586531,SIM-20260823-327,CUST-010,62184,SAVINGS,DEPOSIT,365,2364.0,2729.0,SUCCESS,,2026-08-23T12:18:20.720689400
TXN-d05b0e8a-6778-4029-99e7-3ee1b44f6188,SIM-20260823-327,CUST-002,97480,SAVINGS,DEPOSIT,1029,3851.0,4880.0,SUCCESS,,2026-08-23T12:18:20.752403800
